dataset,window_idx,persona,history_length,horizon,overall_consistency,is_consistent,contradiction_rate,semantic_vs_template,num_sentences,mase,mase_first,fair_mase,coverage_pct,interval_sharpness,rst_relations,top_covariate,top_covariate_impact_pct
Weather,56,executive,512,96,0.7179028131067753,True,0.25,0.7771682143211365,4,0.9888762296852586,0.272552596057732,0.5917304410577825,86.45833333333334,0.39586377367049064,"elaboration,cause",temp_min,38.52658951963485
Weather,57,analyst,512,96,0.7366155882676443,True,0.0,0.8787555026266278,6,1.0912574938270843,0.34376584771467567,0.6682570309904456,86.45833333333334,0.292185684493793,"elaboration,cause",temp_min,38.10395144245228
Weather,57,executive,512,96,0.5959288418293,False,0.4,0.8353667757133708,5,1.0912574938270843,0.34376584771467567,0.6682570309904456,86.45833333333334,0.292185684493793,"elaboration,cause",temp_min,38.10395144245228
Weather,58,analyst,512,96,0.8041313290596008,True,0.0,0.8817843198776245,5,1.1320972447328046,1.241065119186677,0.6404053246538443,86.45833333333334,0.28505367646294255,"elaboration,cause",temp_min,37.07058384515951
Weather,58,executive,512,96,0.7163736462593079,True,0.0,0.7886300338947733,5,1.1320972447328046,1.241065119186677,0.6404053246538443,86.45833333333334,0.28505367646294255,"elaboration,cause",temp_min,37.07058384515951
Weather,59,analyst,512,96,0.7783884235790798,True,0.0,0.9072199949288362,7,1.1266806831866807,1.575397525925234,0.4522172479756154,84.375,0.2786422816015059,"elaboration,cause",temp_min,37.82496353179693
Weather,59,executive,512,96,0.6152069717645645,False,0.0,0.6874793395375418,4,1.1266806831866807,1.575397525925234,0.4522172479756154,84.375,0.2786422816015059,"elaboration,cause",temp_min,37.82496353179693
Weather,60,analyst,512,96,0.7307059566179911,True,0.0,0.8921077718863215,6,1.1832034209047797,0.08325369599068372,0.2291105678876085,87.5,0.361660474110273,"elaboration,cause",temp_min,38.86311512783104
Weather,60,executive,512,96,0.7048586085438728,True,0.0,0.688063424114193,4,1.1832034209047797,0.08325369599068372,0.2291105678876085,87.5,0.361660474110273,"elaboration,cause",temp_min,38.86311512783104
Weather,61,analyst,512,96,0.7065697362025579,True,0.0,0.9051975011825562,6,1.1103469180737133,0.49977270249105443,0.6290769213903881,86.45833333333334,0.38713853908520124,"elaboration,cause",temp_min,38.31469664009768
Weather,61,executive,512,96,0.50577373765409,False,0.2,0.7450985756575212,5,1.1103469180737133,0.49977270249105443,0.6290769213903881,86.45833333333334,0.38713853908520124,"elaboration,cause",temp_min,38.31469664009768
Weather,62,analyst,512,96,0.7616873160004616,True,0.0,0.8687185049057007,4,1.1047753943715342,0.14869948488222479,0.4940486617406791,85.41666666666666,0.3872753959409997,"elaboration,cause",temp_min,37.84438463363875
Weather,62,executive,512,96,0.5732547253370285,False,0.2,0.8325557012889208,5,1.1047753943715342,0.14869948488222479,0.4940486617406791,85.41666666666666,0.3872753959409997,"elaboration,cause",temp_min,37.84438463363875
Weather,63,analyst,512,96,0.7406377345323563,True,0.0,0.9079169034957886,6,1.146661215611218,1.454445368879435,0.4065172271950098,83.33333333333334,0.3875810110769352,"elaboration,cause",temp_min,39.17032312055277
Weather,63,executive,512,96,0.5318861335515976,False,0.4,0.8123416304588318,5,1.146661215611218,1.454445368879435,0.4065172271950098,83.33333333333334,0.3875810110769352,"elaboration,cause",temp_min,39.17032312055277
Weather,64,analyst,512,96,0.7861030648152033,True,0.0,0.8900593519210815,6,1.1340260784919736,1.4376253728513362,0.24818661550457552,85.41666666666666,0.4175488141116438,"elaboration,cause",temp_min,39.31450244482913
